x_lin_pos,y_lin_pos,x_lin_neg,y_lin_neg,x_no_trend,y_no_trend,x_quad,y_quad,x_weak_ass,y_weak_ass,x_strong_ass,y_strong_ass,age,mileage
62.4207717624076,336.238191350474,8.51318355965068,49.1987263669341,22.8766508107813,-33.4300953329621,5.86156594587898,5.45379224383896,63.0804795509119,260.165302192885,25.0217941006127,48.3050334820306,4,56000
62.4492143676616,336.806806560118,8.87995287311762,52.4937430466542,24.2778541607401,38.7452407438093,5.8705067445645,7.22773379142018,63.131406620916,383.733787433786,25.1608696654873,47.8593906352612,4,32835
62.4703400481422,324.287553596581,9.59650030738008,50.1729675568304,24.5344400363661,28.12131460099,5.90117407491325,6.03707424140888,63.2397024319864,241.634673671821,25.1690121416934,53.4874899539329,4,46865
62.9094906252253,337.879719634963,9.64334258049842,39.5053577191742,25.0059077511752,-12.5644645652106,5.92010903883346,6.75436353266291,63.4877172558391,331.830468900598,25.2597544332818,55.0438306798891,4,66000
62.9632018783681,320.329512039182,9.68784925247722,42.2389865012611,25.883641931551,17.1359300188865,6.11162706532004,5.29519706528322,63.4901574104738,269.875716560131,25.9153853435277,53.0990045332457,4,33000
63.237850062934,339.219829737469,9.78385538475661,41.3650052702375,28.7963390260227,77.9438121035074,6.1551958775951,5.78200850283764,63.6762407744739,348.41236415591,25.9350562576548,53.5015436597259,4,82000
63.2682041090244,306.351099489622,9.83374051492342,47.9785866080214,29.3210662982991,64.071155396021,6.17772764114947,4.52413722377021,63.9104804077912,384.939210613778,26.2600741230984,53.1098721785313,4,71000
63.6253109617817,328.092474845911,9.9089942266677,40.3486605349226,29.3463835674318,80.6765187171873,6.21909203105238,4.29408290186099,64.1575202935785,404.936855912403,26.3727860609759,54.8038337280198,4,76000
63.9216284534686,311.262076161862,10.3071579839303,35.8147204738736,30.4114474591795,-0.410435804300263,6.31669491226285,5.64106223281453,64.3488307250174,374.33784931279,26.3889451438987,50.2847707243116,4,36000
64.1737247122927,329.788951480822,10.3816229187683,46.2552039016511,30.9835695388204,-68.7095985055636,6.35203824264485,4.78891224536474,64.4036270731001,370.358566419468,28.0663713827793,60.5555380965657,4,44000
64.4240649756844,309.459104459905,10.5490938667726,39.4980156774375,31.1236338678155,-27.8250995020505,6.36619746638539,5.20041874982318,64.8959281713624,252.847018363614,28.1503367484271,55.8134738673596,5,49000
64.6095767480734,319.462197342839,10.5919012051174,36.1219114114414,31.6628597626516,23.042076635236,6.45246088303477,5.33982224475113,65.1216262266652,328.172250029235,28.7035621896948,53.4329676338961,5,83000
64.617989480053,344.444707140165,10.9000780242109,43.2437829957451,32.1553657585898,3.17796239267467,6.51647499611354,3.75606544918887,65.1954121083582,353.165408410012,30.9011499754767,64.4172659009588,5,60000
64.9194666983867,333.330227644192,10.9170293171285,35.0016610151618,33.0551767205941,-20.8766090328917,6.5276015369478,5.77275630501635,65.218247189932,397.92484468873,31.4284092516118,59.1774945093044,6,235000
64.965229490221,343.803901522163,11.0639985271975,36.5476534160896,33.1152349972915,59.4790167024474,6.54807157922137,4.54087282880057,65.2194322377397,300.910082215866,31.8525017191458,66.8857772332211,6,36000
65.0618820643045,338.38638830574,11.337004235081,35.9965496057245,33.399431481482,80.807590266869,6.56599712849325,4.5807209969737,65.45626615117,338.6727224874,32.4902418591803,69.0076579796639,6,93200
65.4529013604516,321.026832299224,11.8990394182697,44.1183396395685,33.4685918777006,-35.5783200626555,6.61317951770788,3.3295116384626,65.9911640149265,263.095498820864,33.1047287718524,64.811111129079,7,91000
65.7218294768213,320.955463476874,12.2446884900988,35.6437647521551,33.5022801167522,-26.0657005644188,6.61900559408125,5.21622270450071,66.041313008638,379.398792073659,33.7046186803049,63.2427996451199,7,82435
65.7288663716387,333.082128703999,12.4885910206674,35.4209422027121,34.2738934714703,-48.8257628143735,6.72288816962631,4.50409888474684,66.1268632335244,271.715202042743,33.8811053715051,69.0679685630219,7,65000
65.9369892929643,352.924214909553,12.8426620958828,41.3455218204256,34.4110054207702,-33.0915215206603,6.79151357078185,5.40269974044563,66.4090792574321,260.354670541022,35.3109586198358,68.7627130428047,7,37582
65.9408782307825,330.751407986127,13.0150424596888,40.8294217808018,34.6206205020003,-26.5978374950469,6.81292327429551,4.14154594395663,66.491084140655,367.92288510642,35.6714062933553,67.9470975583939,8,103875
65.9530022310789,342.121220829554,13.1704429171601,37.9282919234064,34.6652410125106,35.8565861244995,6.87693658064362,4.38526524792752,66.498742803552,332.662499693541,35.8881485634502,69.0010602830247,8,95500
66.0422496330201,344.95706761943,13.2600770431565,37.7702569112982,35.545346952244,63.4875769801398,6.91067033054056,2.98406376838502,66.5444853360889,394.186364694104,36.4981762682342,70.5856985466247,9,13900
66.835585723753,328.760942691543,13.2980530267503,31.7655744489136,36.5134136127419,58.9387374409403,6.95080577135576,4.55543166697998,66.5934279950887,358.921240550412,37.0588198040854,75.8700794579105,9,69000
66.9955439539412,321.850955021199,13.4168567205521,27.0260071254613,36.9193438123412,54.9566847558095,7.06126372733705,4.2173660700217,67.5331215453543,414.924196362399,37.2281659643339,77.5117717486694,9,119000
67.2875040730576,331.115190722412,13.6356539916039,25.5227164513584,37.1147737049345,81.284767719052,7.07535339710313,5.03433105729186,67.6254098237569,294.714881794012,38.0169395748857,74.1350791422603,9,107000
67.3274143015269,343.63351613793,13.7132684631441,37.5512107104517,37.3500365399863,28.4179094825664,7.19782936127715,4.63603589586616,67.7339136759471,337.555174038268,38.1386186264552,77.4091025442216,9,59000
67.4564922089035,354.938083883994,13.7735103015278,29.7921181608762,37.8899233205157,-60.941537928345,7.26974060400713,4.11650113699603,67.7574726621652,359.970997327745,38.5500314220328,79.7048704161254,10,32876
67.5670078251111,326.493106531301,13.9022739893444,34.7078046478057,38.4463432675269,-22.5042117676802,7.3004477660208,4.25176646074691,68.2524072517072,300.910724937796,39.6354796248383,83.2549673955399,10,32876
67.8540049406487,332.666790308142,13.9167901966036,35.5850093611694,39.6253865637001,52.6997236177829,7.42984349476172,2.54441139864847,68.3028252110323,372.034107469208,40.2547088032817,82.1273122740512,10,125000
68.0689672878832,362.730071586928,14.0706846661604,29.075990718507,40.6596696803734,37.792105291996,7.4680260027581,3.48495921441218,68.3661556941884,385.153016422694,40.5324845091434,78.117882394117,12,109643
68.3909541658106,363.334441912216,14.1152958069126,27.9525729971215,40.7990997676707,22.9816218290011,7.4950504168771,4.52945398666833,68.7164960192459,366.274768602678,40.7688332898277,84.7782350818619,13,115000
68.4679402007576,350.160361642124,14.1205675989014,37.4907855813112,40.9958832251742,-21.574421719227,7.53352325712859,2.69217614369526,68.7176126400525,396.548638754514,40.9388833079519,83.4220209380373,14,179000
69.1648194958508,358.381161816221,14.3843814334843,29.0457147479055,41.0989739498274,33.6629640486825,7.53639912964515,4.73943077119579,69.2180082287486,336.499784596597,41.4538323901515,81.4823797056338,14,70000
69.1842380248614,359.661842815669,14.6733973801327,37.7216075310063,41.219699155096,-59.1090037760631,7.54111492136114,4.30372091671477,69.5319726592699,339.372006737511,42.7379833884482,86.612539951735,15,97268
69.3207853264111,364.714527816275,14.675364095961,27.7360573015679,41.7828576611866,81.4750172657252,7.71465173622258,2.76097052665129,69.7419685924197,348.39071800044,43.0771920676375,90.6062186753153,19,140000
69.4265799239848,361.153572584376,14.8333779740418,25.4078143377699,42.0723625932712,-5.88267624884996,7.74741273343437,2.8893045036297,69.9545677343941,312.356455312438,43.2924380577335,87.2140757107738,22,62000
69.4719790082949,359.220847689076,15.1440653808889,30.4895732253967,42.0809089824708,-57.3550697945474,7.84996042884561,5.12071345421323,70.2682504429798,307.569826126946,43.645670488287,83.7584528529247,,
69.5932028763572,372.131588351469,15.2726148672729,35.8546372842817,42.589918930792,-71.3729423554446,7.89154921381777,4.7118793763121,70.3622841774586,350.218077573708,43.8106704758383,85.6371355419408,,
69.6931712880241,346.824096491458,15.3686511512189,31.8856102325576,42.8446661449109,66.2758257499191,7.89966360758892,2.90266807140489,70.3891106223236,321.304784458135,44.0848365506266,91.3280290117689,,
70.2007673966336,361.158844652215,15.3946058683076,26.485802936106,42.8477991437123,61.5178237616182,8.04171530499843,5.22978870024605,70.6521840265618,294.747349222019,44.1661905183966,90.3115484777194,,
70.3346683639572,355.0692898831,15.6046236687865,33.0816502593307,43.1785637292263,-33.5960497596096,8.04794215919564,3.37875646599268,70.8114368993247,438.829779538346,44.6867113317556,93.1896493186386,,
70.3543431512715,337.39303235385,15.8641119051653,25.7039488252589,43.6145126123692,-35.5263575567624,8.08567086401354,2.93029777241237,70.8368865504229,299.042169605727,45.0161919223435,87.1925182443852,,
70.3659368382166,365.361654583289,16.0561253031922,28.0662090804362,43.8983136126133,72.7341550229328,8.24878396229778,4.30941172009384,70.8760393305508,334.366550508992,45.6577817111956,88.3106948671792,,
70.4415099327221,337.716781375444,16.1131408525932,21.1945751304904,44.717455647609,38.2923336455997,8.44740180485546,3.9889759180971,71.3592882779507,370.606676418174,45.6698262695811,89.3070589561989,,
70.9962095829654,356.207629432906,16.2365744117084,32.7744967690567,45.847328935104,18.9598536426152,8.53026031519595,5.72350887833807,71.5381325394527,359.620289706823,46.1157590964264,90.2893422575981,,
71.0582896623734,357.21218066248,16.3078906382198,23.4424376710769,46.150706820776,-53.7983883606212,8.57488466495708,3.93111865653323,71.7880203140416,289.800300420976,46.471065475877,93.1582399837695,,
72.0022746082108,347.005396781711,16.3794290721523,20.6625084547615,46.4990092555563,62.2262479830355,8.59444197145886,3.8389219574841,71.8989393481284,312.120816075097,46.7837707324191,97.1695971522068,,
72.0477734313292,359.285909401066,16.5828361273509,26.8872859338466,46.6416674316,57.017972158958,8.60079828454893,5.42379938760856,71.9347403081323,395.340604964903,46.8874520687377,90.2696583582386,,
72.2047522313645,385.787332232653,16.7146136347282,31.246915512054,46.7069630578414,-48.161542003763,8.60746626917538,5.16821526593948,71.9481171006495,336.636044271011,47.9858885734792,94.9249828830335,,
72.3078477464753,380.626748848356,16.9077197293975,19.4860274183115,46.7714483702558,45.8965807460187,8.61899948748205,4.74537518652002,72.1523767822787,424.479805691638,48.4686319835922,99.545138435112,,
72.356181560558,370.494706750325,16.9792555313727,28.5671690792726,46.9382131987418,-34.5320414422904,8.65868475162928,3.85350021794564,72.4333311653584,305.763691898682,48.5646307244584,96.4599478138768,,
72.780201616963,363.12973611386,17.2480318157694,27.6680446496845,47.0404417765674,-47.3957613519713,8.67307802700862,5.49792428856822,72.4419757236986,435.874640212124,48.7268131691021,92.4989871942651,,
72.8276139159769,384.860956115249,17.3116891908244,20.0968223727266,47.9051778729118,38.6469272617416,8.72418558224848,6.3871009853008,72.7138524972422,321.43464652959,48.790060121548,94.0458254773631,,
72.8653662494396,357.359890729439,17.9690500933289,22.6190450957993,48.4235811828563,58.7052323751208,8.74248954689882,5.05368788008846,72.9533011788958,447.086583152087,49.1162798705588,100.023610604831,,
72.9073631662315,351.918785088678,17.9793477777588,28.1022043591994,48.6769806404795,73.10701762035,8.86905187433731,6.36444618169415,73.2007483049062,330.017944974472,49.4363034879433,98.9398383800157,,
72.9667570751713,370.669044778267,18.453997923301,26.5613346952101,48.8380516489066,35.7169749091371,8.88308705043136,6.73316420673764,73.8007614804411,389.08912951755,50.177746820972,102.346004220675,,
72.9965747958968,361.769099105323,18.4989571243461,23.4933009853497,48.8634842583913,1.68104755187274,8.9031967265238,5.70004994203796,73.8467928134141,318.796076960534,50.9238612172002,104.686078200689,,
73.519750939496,378.655897299325,18.751697317717,23.9745163127519,48.9354288294939,-5.65889122990359,8.99567093958532,6.8343556884224,73.8601070220207,424.228961894857,51.6370160414895,106.195167125316,,
73.8560222609956,368.215975812203,18.9967107930285,13.7244774008346,49.2040373090829,77.9587736557651,8.99716737911856,4.89857221856499,73.9227693427353,348.479452215902,52.6781142753986,106.88761300382,,
74.2260544971569,385.59221024346,19.4581351861098,21.1844923696536,49.7712776853371,55.4817367346054,9.00260729175211,6.9879690156636,73.9983349751706,426.23800913759,52.9972002820882,104.98711935218,,
74.5614551170936,396.644126696614,19.6160512612116,12.3841217578211,50.7082897316354,54.5770973144195,9.03518206618863,7.25230379250316,74.2500004964033,390.783061426207,53.107163377863,105.588128962167,,
74.7609529455029,390.84340622719,20.0339656775248,23.8067463110189,52.7267489209357,-4.29780527538357,9.05532434487265,5.60886193101801,74.8583468085731,380.91316764583,53.3348493226419,101.916839495717,,
74.7680940344172,390.960147613263,20.0883877500457,23.7772826876906,52.7325502046064,-52.6459153896745,9.08436682340418,6.95217267911909,75.1272363360396,319.704024280584,53.3457844174673,111.311766961361,,
74.8612663715764,386.011670640685,20.1024518323778,21.6485409717509,53.0215985878782,-53.8370884221574,9.11093644000211,7.46787783249581,75.4213367630878,348.630293729074,53.4215833692861,110.074287710781,,
75.3142384531376,368.28341724499,20.1420712661264,16.3746889125978,53.1538263513176,84.1808518455416,9.2220195146508,5.97274641251629,75.4526712870522,325.961816560853,53.6045299971277,110.826936375818,,
75.6145161598986,379.614660643463,20.3229152940409,11.7312014142154,53.409644168064,35.5422055890823,9.25711460037189,7.99110695239986,75.5383108666055,444.920924973199,53.8290693047979,102.973461409746,,
75.7362209556145,387.451398293047,21.02011344434,21.7333963748478,53.8673555012163,74.4389191439828,9.35230113969199,6.69849651618152,75.6546744287228,337.045324090209,53.8644403698604,103.120612304349,,
76.2745870048487,397.360800695046,21.2984471705766,7.67625108581251,54.1122984798378,-73.4192963011084,9.3719914408268,6.99768756958011,75.8247634991704,387.981525389393,53.9888502635112,112.949730371867,,
77.0544061422699,406.415738869938,21.4010475723445,7.61379128979314,54.2696927361612,21.7369044007294,9.41908516988734,8.13459784339961,75.9648014899361,419.260187855961,54.2130700665213,103.897442761623,,
77.6874404934547,403.416613306588,21.4237303916575,6.4992540157617,54.5823935732248,8.21120663502931,9.42593079029424,6.49672400011916,76.0464156058868,464.663451868354,54.6820286296628,109.758833582557,,
78.1267005367579,415.027940942728,21.5993939952325,6.24947110642561,54.6888715323656,-66.7199549969014,9.46222402059339,7.70052763901453,76.1001026085452,420.714147660023,54.6837008440866,106.452418769318,,
78.2334874122895,404.510295372791,21.6926809232549,16.6063944771568,55.5419022772349,-30.3974634913995,9.51252479493558,8.68667151458584,76.1428785586134,451.351387752133,54.9194463612279,106.256121305814,,
78.2782199703181,382.64003751469,21.6939228419774,5.72658021774878,55.5712799505962,66.6099081403473,9.52947951173208,7.179006842614,76.5840535439724,403.885082571162,55.1849450921286,109.788652775776,,
78.408185253531,416.369018532483,21.8106283565811,8.17203208268114,55.8480154373388,66.62283266627,9.55092199899867,7.0089331191027,76.7830418609802,355.966308192631,55.6460850189657,111.579714047158,,
78.471141067829,391.514303748204,22.4493446357774,4.41553704973275,55.9123065406225,84.0681431826884,9.68958832085846,7.93086943200243,77.2564463062823,353.516570045215,55.8525091932131,110.758064289031,,
78.4896717632271,378.588525721606,22.817563598242,14.1857115958368,56.3427222103893,77.5949816792187,9.77567463196014,9.57588943968401,77.2912111501509,345.675386910545,56.0718647401903,109.36349386768,,
78.6885665139322,395.559523964841,22.8291056546719,10.140119655481,56.9762984526683,-41.1049293768427,9.78238315976861,9.07170458164662,77.6066607447537,447.089287663135,56.3562574847696,109.955954493013,,
79.269743738155,388.053393414139,23.4461569409516,5.25612638623394,57.2650142941191,-44.7614205753164,9.80091683283602,8.83230321735727,77.6069156848246,383.107279369344,56.5781761029929,115.991752749806,,
79.348425627197,401.689657294408,23.5041086495015,10.7302039063003,57.6455584367697,28.2950905241104,9.81296930920415,10.1973489341076,77.6628919546664,363.145927786149,56.6663988123091,108.976790955989,,
79.5150385544979,400.679767358024,24.5072167312777,-1.03197997164414,57.8630153052484,12.2411155691279,9.8306497453572,8.9935197055512,77.864064464023,324.314253245322,57.2222951332882,112.862558843706,,
79.6066370965023,417.525188370164,24.5264508550744,10.4373244884243,57.9172800390953,52.4781123140374,9.84345632859598,8.68808354455268,77.9070798509667,336.377614328802,57.5979480384778,113.462874256018,,
79.9056860445878,408.256382551787,24.8345536431567,4.48366307164975,59.1606798028712,-28.3401588330721,9.85169092286144,8.63654123268678,78.5510074528873,374.983122023,58.3660829829004,119.08389164884,,
79.9072084609223,397.742829435591,24.8479380220792,2.04245978495843,59.568842643591,13.6620061546104,9.94167714409581,8.95401883486063,78.7453239300724,330.050694229386,59.3639132913422,118.958239959859,,
79.9222225258167,422.199595255726,24.9426911050828,0.572222000653362,59.7467254762285,80.853952553889,9.9552846116833,10.7773736743399,79.2913621377806,379.870115785132,59.6091560930488,118.660491028006,,
